"Fecha","TDY.Open","TDY.High","TDY.Low","TDY.Close","TDY.Volume","TDY.Adjusted"
2013-12-24,91.879997253418,93.0500030517578,90.7099990844727,92.629997253418,62200,92.629997253418
2013-12-26,92.9499969482422,93.7699966430664,92.629997253418,92.8600006103516,97000,92.8600006103516
2013-12-27,93.2900009155273,93.2900009155273,92.0999984741211,92.4499969482422,84600,92.4499969482422
2013-12-30,92.5299987792969,92.5999984741211,91.629997253418,91.8300018310547,70300,91.8300018310547
2013-12-31,91.8600006103516,92.3300018310547,91.7600021362305,91.8600006103516,101800,91.8600006103516
2014-01-02,91.7900009155273,91.879997253418,89.5699996948242,90.0599975585938,129100,90.0599975585938
2014-01-03,90.4000015258789,90.9899978637695,89.8300018310547,90.0699996948242,93800,90.0699996948242
2014-01-06,90.2099990844727,90.6999969482422,89.2600021362305,89.5800018310547,87000,89.5800018310547
2014-01-07,89.9899978637695,90.6399993896484,89.5100021362305,90.4899978637695,97000,90.4899978637695
2014-01-08,90.25,90.9700012207031,89.1600036621094,90.5,101400,90.5
2014-01-09,90.7099990844727,92.0100021362305,90.7099990844727,92,133700,92
2014-01-10,92.2200012207031,92.5,91.6399993896484,92.4100036621094,73900,92.4100036621094
2014-01-13,92.0800018310547,92.8899993896484,91.3600006103516,92.0100021362305,105600,92.0100021362305
2014-01-14,92.2200012207031,92.4400024414062,91.5599975585938,92.2399978637695,101300,92.2399978637695
2014-01-15,92.1600036621094,94.3600006103516,92.1600036621094,93.8399963378906,97400,93.8399963378906
2014-01-16,93.8399963378906,94.4800033569336,92.8600006103516,93.2200012207031,95100,93.2200012207031
2014-01-17,92.9800033569336,93.6500015258789,92.0299987792969,93.0599975585938,120500,93.0599975585938
2014-01-21,93.2600021362305,94.4400024414062,92.9700012207031,94.4000015258789,211000,94.4000015258789
2014-01-22,94.6999969482422,96.4400024414062,93.7900009155273,96.1999969482422,188300,96.1999969482422
2014-01-23,95.870002746582,96.4899978637695,93.3499984741211,94.9499969482422,438700,94.9499969482422
2014-01-24,94.5899963378906,94.5899963378906,91.9800033569336,92.8000030517578,386400,92.8000030517578
2014-01-27,93.0500030517578,93.5,91.7699966430664,92.3199996948242,367000,92.3199996948242
2014-01-28,92.4700012207031,92.8399963378906,91.5400009155273,92.6100006103516,225800,92.6100006103516
2014-01-29,90.7799987792969,92.6100006103516,90.7799987792969,92.0100021362305,167200,92.0100021362305
2014-01-30,92.9300003051758,93.8199996948242,92.4199981689453,92.6600036621094,138600,92.6600036621094
2014-01-31,91.1600036621094,92.5400009155273,91.1600036621094,91.870002746582,158300,91.870002746582
2014-02-03,91.870002746582,92.3899993896484,87.879997253418,88.5999984741211,281600,88.5999984741211
2014-02-04,89.1800003051758,89.620002746582,87.5699996948242,89.1999969482422,197200,89.1999969482422
2014-02-05,88.6800003051758,88.9899978637695,87.5,88.4800033569336,156800,88.4800033569336
2014-02-06,88.7399978637695,90.120002746582,88.7399978637695,89.8199996948242,156400,89.8199996948242
2014-02-07,90.0800018310547,91.5100021362305,89.629997253418,90.5,158000,90.5
2014-02-10,90.1500015258789,90.9199981689453,89.0199966430664,90.5299987792969,187600,90.5299987792969
2014-02-11,90.2699966430664,92.0299987792969,90.0800018310547,91.5800018310547,126300,91.5800018310547
2014-02-12,91.6399993896484,93.3499984741211,90.4000015258789,92.8499984741211,172300,92.8499984741211
2014-02-13,92.0199966430664,93.9899978637695,91.4100036621094,93.5999984741211,112600,93.5999984741211
2014-02-14,93.6100006103516,94.5699996948242,93.0299987792969,94.1900024414062,135100,94.1900024414062
2014-02-18,94.3199996948242,95.3499984741211,94.0999984741211,94.8099975585938,140400,94.8099975585938
2014-02-19,94.7600021362305,95.9599990844727,93.4400024414062,93.4599990844727,204600,93.4599990844727
2014-02-20,93.6699981689453,95.2699966430664,93.5699996948242,95.1800003051758,99500,95.1800003051758
2014-02-21,95.6399993896484,96.9400024414062,94.6600036621094,96.7399978637695,282700,96.7399978637695
2014-02-24,96.8199996948242,99.3600006103516,96.4100036621094,97.6500015258789,371900,97.6500015258789
2014-02-25,97.5999984741211,97.5999984741211,95.7699966430664,96.8199996948242,135700,96.8199996948242
2014-02-26,96.6999969482422,97.9700012207031,96.3499984741211,96.8899993896484,125900,96.8899993896484
2014-02-27,96.620002746582,97.5199966430664,96.2799987792969,96.8399963378906,118800,96.8399963378906
2014-02-28,97.1100006103516,98.629997253418,96.7699966430664,97.9800033569336,135600,97.9800033569336
2014-03-03,97.3000030517578,97.5699996948242,95.8600006103516,97.0500030517578,211900,97.0500030517578
2014-03-04,98.1699981689453,101.690002441406,97.7699966430664,101.110000610352,314900,101.110000610352
2014-03-05,100.660003662109,101.199996948242,100.480003356934,100.779998779297,163700,100.779998779297
2014-03-06,100.73999786377,101.339996337891,100.470001220703,101.139999389648,94000,101.139999389648
2014-03-07,101.569999694824,102.190002441406,100.910003662109,101.599998474121,120000,101.599998474121
2014-03-10,101.629997253418,102,100.51000213623,101.389999389648,283000,101.389999389648
2014-03-11,101.650001525879,102.400001525879,100.230003356934,100.309997558594,158500,100.309997558594
2014-03-12,99.6600036621094,100.610000610352,98.6600036621094,99.3099975585938,154500,99.3099975585938
2014-03-13,99.3300018310547,100.019996643066,97.5199966430664,97.879997253418,205200,97.879997253418
2014-03-14,97.4800033569336,98.5899963378906,97.2600021362305,97.7900009155273,114600,97.7900009155273
2014-03-17,98.5100021362305,99.120002746582,97.9300003051758,98.4499969482422,142800,98.4499969482422
2014-03-18,98.6999969482422,99.3099975585938,98.0400009155273,99.3099975585938,104500,99.3099975585938
2014-03-19,98.9199981689453,99.7200012207031,97.9899978637695,98.6500015258789,97000,98.6500015258789
2014-03-20,98.4499969482422,99.4199981689453,98.129997253418,98.5500030517578,88500,98.5500030517578
2014-03-21,99.2900009155273,99.3000030517578,97.75,98,240300,98
2014-03-24,98.5299987792969,98.8300018310547,96.5699996948242,97.5800018310547,115500,97.5800018310547
2014-03-25,98.0800018310547,98.6900024414062,97.1100006103516,97.4499969482422,113400,97.4499969482422
2014-03-26,98.1399993896484,98.5,95.7399978637695,95.7699966430664,136500,95.7699966430664
2014-03-27,95.6999969482422,96.2600021362305,94.9599990844727,95.3899993896484,87400,95.3899993896484
2014-03-28,95.4400024414062,96.5899963378906,94.870002746582,95.1399993896484,117500,95.1399993896484
2014-03-31,95.8899993896484,98.1100006103516,95.75,97.3300018310547,144200,97.3300018310547
2014-04-01,97.8499984741211,99.2699966430664,97.4300003051758,99.129997253418,129300,99.129997253418
2014-04-02,99.3300018310547,99.879997253418,98.3199996948242,99.2699966430664,85200,99.2699966430664
2014-04-03,99.3000030517578,99.5999984741211,98.2200012207031,98.5100021362305,101200,98.5100021362305
2014-04-04,98.5699996948242,98.9400024414062,95.5,95.629997253418,114000,95.629997253418
2014-04-07,95.4499969482422,95.7399978637695,94.1999969482422,94.7699966430664,104400,94.7699966430664
2014-04-08,94.7399978637695,95.6500015258789,94.2600021362305,94.5999984741211,113200,94.5999984741211
2014-04-09,95.129997253418,95.2699966430664,94.1500015258789,95.0400009155273,111700,95.0400009155273
2014-04-10,95.2200012207031,95.4199981689453,92.5699996948242,92.7799987792969,134300,92.7799987792969
2014-04-11,91.7099990844727,92.9800033569336,91.7099990844727,92.4400024414062,122600,92.4400024414062
2014-04-14,93.7099990844727,93.7099990844727,92.4300003051758,92.8600006103516,121800,92.8600006103516
2014-04-15,93.1399993896484,94.5,91.5400009155273,93.2699966430664,119700,93.2699966430664
2014-04-16,94,94.620002746582,93.379997253418,94.3399963378906,65600,94.3399963378906
2014-04-17,94.370002746582,96.25,93.6600036621094,95.5299987792969,75300,95.5299987792969
2014-04-21,95.5100021362305,96.2699966430664,94.8899993896484,96.2600021362305,68500,96.2600021362305
2014-04-22,96.6399993896484,97.0999984741211,95.7300033569336,96.5,126900,96.5
2014-04-23,95.9499969482422,98.2300033569336,93.7300033569336,94.2399978637695,252300,94.2399978637695
2014-04-24,94.4899978637695,94.5100021362305,92.3399963378906,94.2900009155273,120800,94.2900009155273
2014-04-25,93.6800003051758,94.0100021362305,91.870002746582,92.5800018310547,117700,92.5800018310547
2014-04-28,92.7300033569336,93.5999984741211,91.629997253418,92.870002746582,179300,92.870002746582
2014-04-29,93.2399978637695,93.6800003051758,92.120002746582,92.3000030517578,83600,92.3000030517578
2014-04-30,91.9499969482422,92.9000015258789,91.4599990844727,92.8600006103516,163100,92.8600006103516
2014-05-01,92.620002746582,93.9700012207031,91.5599975585938,92.9300003051758,162100,92.9300003051758
2014-05-02,93.3000030517578,94.3000030517578,92.7699966430664,93.6699981689453,165100,93.6699981689453
2014-05-05,92.8000030517578,95.6600036621094,92.5400009155273,94.7799987792969,168300,94.7799987792969
2014-05-06,94.4899978637695,94.9800033569336,93.3899993896484,94,140100,94
2014-05-07,93.8300018310547,94.9599990844727,92.9800033569336,94.9499969482422,130600,94.9499969482422
2014-05-08,94.9700012207031,95.870002746582,93.9899978637695,94.6699981689453,108200,94.6699981689453
2014-05-09,93.9899978637695,95.2300033569336,93.5,95.1399993896484,102800,95.1399993896484
2014-05-12,95.3600006103516,98.5100021362305,95.3600006103516,98.0100021362305,200500,98.0100021362305
2014-05-13,97.7600021362305,98.2399978637695,97.0999984741211,97.1399993896484,218800,97.1399993896484
2014-05-14,96.7399978637695,96.7399978637695,95.3399963378906,95.6699981689453,194400,95.6699981689453
2014-05-15,95.1399993896484,95.7699966430664,93.5699996948242,94.8099975585938,147100,94.8099975585938
2014-05-16,94.5899963378906,94.9499969482422,93.25,94.7699966430664,114600,94.7699966430664
2014-05-19,94.6699981689453,95.8199996948242,94.6699981689453,95.3000030517578,88500,95.3000030517578
2014-05-20,94.75,94.75,91.9599990844727,92.7900009155273,202100,92.7900009155273
2014-05-21,93.4100036621094,94.0999984741211,91.9899978637695,93.0800018310547,80700,93.0800018310547
2014-05-22,93.0100021362305,93.8199996948242,92.6600036621094,93.3099975585938,83300,93.3099975585938
2014-05-23,93.5500030517578,95.0199966430664,93.5,94.7799987792969,110300,94.7799987792969
2014-05-27,95.5400009155273,96.2399978637695,94.9300003051758,95.8099975585938,79900,95.8099975585938
2014-05-28,95.3399963378906,95.7300033569336,94.7399978637695,94.7399978637695,90400,94.7399978637695
2014-05-29,95.129997253418,95.9199981689453,94.2900009155273,95.6100006103516,92300,95.6100006103516
2014-05-30,95.879997253418,95.879997253418,94.4300003051758,94.7699966430664,103700,94.7699966430664
2014-06-02,94.879997253418,95.3000030517578,93.7200012207031,94.9899978637695,70900,94.9899978637695
2014-06-03,94.8300018310547,95.0899963378906,93.4499969482422,94.620002746582,141100,94.620002746582
2014-06-04,94.4800033569336,94.9800033569336,93.8499984741211,94.8899993896484,149000,94.8899993896484
2014-06-05,94.9499969482422,97.4400024414062,94.4599990844727,97.379997253418,145200,97.379997253418
2014-06-06,98.120002746582,98.9400024414062,98.120002746582,98.7099990844727,129500,98.7099990844727
2014-06-09,98.4199981689453,101.430000305176,98.3499984741211,101.01000213623,177300,101.01000213623
2014-06-10,100.230003356934,100.569999694824,99.1100006103516,100.290000915527,117300,100.290000915527
2014-06-11,99.5100021362305,100.040000915527,99.1100006103516,99.4899978637695,165100,99.4899978637695
2014-06-12,99.0699996948242,99.1900024414062,97.8399963378906,98.4800033569336,134800,98.4800033569336
2014-06-13,99.0500030517578,99.4000015258789,97.8499984741211,98.2900009155273,209500,98.2900009155273
2014-06-16,98.2300033569336,98.5599975585938,96.9199981689453,97.379997253418,175700,97.379997253418
2014-06-17,97.1399993896484,97.9599990844727,96.4000015258789,97.7099990844727,244000,97.7099990844727
2014-06-18,97.7399978637695,98.5100021362305,96.8199996948242,97.7799987792969,126200,97.7799987792969
2014-06-19,98.1800003051758,98.3199996948242,97.1399993896484,97.620002746582,117800,97.620002746582
2014-06-20,97.4199981689453,98.3399963378906,97.1699981689453,97.870002746582,243900,97.870002746582
2014-06-23,97.7699966430664,97.7699966430664,95.5500030517578,96.5599975585938,166000,96.5599975585938
2014-06-24,96.2799987792969,97.5100021362305,95.5100021362305,95.5500030517578,152700,95.5500030517578
2014-06-25,95.0899963378906,96.5800018310547,95,96.3300018310547,138100,96.3300018310547
2014-06-26,96.4300003051758,96.5299987792969,95.5100021362305,96.1999969482422,82500,96.1999969482422
2014-06-27,95.4300003051758,97.0299987792969,95.4300003051758,97.0100021362305,210100,97.0100021362305
2014-06-30,96.8499984741211,97.25,95.75,97.1699981689453,153000,97.1699981689453
2014-07-01,97.5899963378906,98.6399993896484,97.1999969482422,97.9700012207031,222200,97.9700012207031
2014-07-02,97.5599975585938,97.9599990844727,96.1900024414062,96.3499984741211,96000,96.3499984741211
2014-07-03,96.7699966430664,97.0899963378906,96.1600036621094,96.8600006103516,125800,96.8600006103516
2014-07-07,96.5699996948242,97.4400024414062,95.5699996948242,95.7399978637695,172000,95.7399978637695
2014-07-08,95.5400009155273,96.1100006103516,94.620002746582,95.5199966430664,147500,95.5199966430664
2014-07-09,95.8899993896484,96.4899978637695,95.0500030517578,95.6900024414062,74500,95.6900024414062
2014-07-10,94,95.25,93.2300033569336,94.6399993896484,90200,94.6399993896484
2014-07-11,94.4199981689453,94.9400024414062,93.9800033569336,94.6399993896484,80700,94.6399993896484
2014-07-14,95.620002746582,95.8600006103516,95.1100006103516,95.4700012207031,71600,95.4700012207031
2014-07-15,95.6500015258789,95.8300018310547,93.8899993896484,95.3300018310547,164100,95.3300018310547
2014-07-16,95.3499984741211,95.9300003051758,94.3899993896484,94.9700012207031,104700,94.9700012207031
2014-07-17,94.3399963378906,95.5800018310547,93.7799987792969,94.2399978637695,146900,94.2399978637695
2014-07-18,94.129997253418,96,94.129997253418,95.6600036621094,151000,95.6600036621094
2014-07-21,95.25,95.5699996948242,94.1699981689453,95.1699981689453,110400,95.1699981689453
2014-07-22,95.8399963378906,96.0699996948242,94.7399978637695,95.2799987792969,100200,95.2799987792969
2014-07-23,95.5899963378906,95.870002746582,94.3399963378906,95.2699966430664,123200,95.2699966430664
2014-07-24,98.0500030517578,98.3600006103516,93.3199996948242,94.5899963378906,153200,94.5899963378906
2014-07-25,94.0100021362305,94.0699996948242,92.4800033569336,93.4700012207031,182900,93.4700012207031
2014-07-28,93.4700012207031,94.25,92.8899993896484,93.9599990844727,138800,93.9599990844727
2014-07-29,94.1399993896484,94.370002746582,92.5,92.8499984741211,114100,92.8499984741211
2014-07-30,93.7699966430664,93.7900009155273,92.4199981689453,93.2699966430664,159300,93.2699966430664
2014-07-31,92.3399963378906,92.4499969482422,91.1100006103516,91.1999969482422,159000,91.1999969482422
2014-08-01,91.370002746582,92.2300033569336,90.5400009155273,91.1999969482422,108700,91.1999969482422
2014-08-04,91.5,92.3099975585938,91.25,92.2099990844727,165200,92.2099990844727
2014-08-05,91.7300033569336,93.2300033569336,91.6800003051758,92.120002746582,95300,92.120002746582
2014-08-06,91.9700012207031,92.9300003051758,91.6100006103516,91.879997253418,92500,91.879997253418
2014-08-07,92.0999984741211,92.7099990844727,91.1399993896484,91.5199966430664,80900,91.5199966430664
2014-08-08,91.4199981689453,93.2399978637695,91.1900024414062,93.0800018310547,84400,93.0800018310547
2014-08-11,93.5699996948242,94.4800033569336,93.3199996948242,93.3600006103516,80100,93.3600006103516
2014-08-12,92.8600006103516,93.9899978637695,92.2099990844727,92.8199996948242,75300,92.8199996948242
2014-08-13,93.2799987792969,94.4199981689453,93.1900024414062,93.9199981689453,95900,93.9199981689453
2014-08-14,94.0500030517578,94.2799987792969,93.6600036621094,93.7600021362305,74800,93.7600021362305
2014-08-15,94.6999969482422,94.6999969482422,92.370002746582,93.3899993896484,135900,93.3899993896484
2014-08-18,94.2600021362305,95.4300003051758,94.0999984741211,95.4199981689453,131400,95.4199981689453
2014-08-19,95.3399963378906,96.2699966430664,95.3399963378906,96.0400009155273,158500,96.0400009155273
2014-08-20,95.6500015258789,96.129997253418,94.9700012207031,95.5,176900,95.5
2014-08-21,95.4899978637695,96.2699966430664,94.8899993896484,96,91100,96
2014-08-22,95.9700012207031,96.7200012207031,95.3300018310547,96.2399978637695,121700,96.2399978637695
2014-08-25,96.5100021362305,96.8099975585938,95.7900009155273,96.3199996948242,92300,96.3199996948242
2014-08-26,96.379997253418,97.6100006103516,96.2699966430664,96.9899978637695,152300,96.9899978637695
2014-08-27,97.4199981689453,97.5699996948242,96.5999984741211,96.9000015258789,117600,96.9000015258789
2014-08-28,96.7900009155273,97.2699966430664,96.0100021362305,96.8499984741211,94200,96.8499984741211
2014-08-29,96.8000030517578,97.2300033569336,96.370002746582,97.0699996948242,74600,97.0699996948242
2014-09-02,97.6600036621094,98.5999984741211,96.8499984741211,97.6800003051758,104200,97.6800003051758
2014-09-03,97.9199981689453,98.6500015258789,97.0699996948242,97.4000015258789,101600,97.4000015258789
2014-09-04,98.2099990844727,99.870002746582,98.1900024414062,98.620002746582,245500,98.620002746582
2014-09-05,98.5299987792969,99.7300033569336,98.4800033569336,99.4700012207031,161400,99.4700012207031
2014-09-08,99.5100021362305,99.9000015258789,98.7099990844727,98.9599990844727,167100,98.9599990844727
2014-09-09,98.629997253418,99.1999969482422,97.8099975585938,98.4199981689453,157600,98.4199981689453
2014-09-10,98.6800003051758,99.0699996948242,98,98.7600021362305,104100,98.7600021362305
2014-09-11,98.5100021362305,100.230003356934,98.4499969482422,99.75,153000,99.75
2014-09-12,99.9599990844727,99.9599990844727,98.8099975585938,99.3899993896484,176800,99.3899993896484
2014-09-15,99.2399978637695,99.3399963378906,98.129997253418,98.7300033569336,123900,98.7300033569336
2014-09-16,98.7799987792969,98.8099975585938,97.5699996948242,98.5199966430664,113100,98.5199966430664
2014-09-17,98.4300003051758,98.9300003051758,97.5999984741211,98.4300003051758,123600,98.4300003051758
2014-09-18,98.8399963378906,99.120002746582,98.1999969482422,98.5999984741211,126300,98.5999984741211
2014-09-19,98.7900009155273,99.7600021362305,97.5,97.5299987792969,250900,97.5299987792969
2014-09-22,97.2600021362305,97.2600021362305,96.0999984741211,96.3000030517578,107400,96.3000030517578
2014-09-23,96.1500015258789,96.1500015258789,94.7399978637695,95.0699996948242,116400,95.0699996948242
2014-09-24,95.4599990844727,95.9899978637695,94.5899963378906,95.8199996948242,111100,95.8199996948242
2014-09-25,95.7900009155273,95.7900009155273,93.9800033569336,94.2600021362305,114000,94.2600021362305
2014-09-26,94.3199996948242,95.3199996948242,94.0599975585938,95.1399993896484,86300,95.1399993896484
2014-09-29,94.1500015258789,95.75,94.129997253418,95.3000030517578,123600,95.3000030517578
2014-09-30,95.1900024414062,95.7099990844727,94.0100021362305,94.0100021362305,198800,94.0100021362305
2014-10-01,94.1999969482422,94.4899978637695,92.0899963378906,92.4800033569336,151800,92.4800033569336
2014-10-02,92.7699966430664,93.0199966430664,91.1699981689453,92.6600036621094,88300,92.6600036621094
2014-10-03,93.7200012207031,93.9300003051758,93.120002746582,93.6100006103516,121200,93.6100006103516
2014-10-06,94.1100006103516,94.3499984741211,93.2600021362305,93.4499969482422,78100,93.4499969482422
2014-10-07,92.8300018310547,93.5100021362305,92,92.0400009155273,113700,92.0400009155273
2014-10-08,91.9199981689453,94.2799987792969,91.5500030517578,94.25,190800,94.25
2014-10-09,94.379997253418,94.4000015258789,92.1800003051758,92.9599990844727,193000,92.9599990844727
2014-10-10,92.4300003051758,94.1100006103516,92.1500015258789,92.3899993896484,194000,92.3899993896484
2014-10-13,92.8099975585938,94.7099990844727,92.8099975585938,93.3199996948242,256700,93.3199996948242
2014-10-14,94.0699996948242,95.4300003051758,93.5,94.1500015258789,338400,94.1500015258789
2014-10-15,93.0199966430664,94.4599990844727,91.5500030517578,94.25,462700,94.25
2014-10-16,92.7900009155273,94.1600036621094,92.2699966430664,92.6399993896484,281600,92.6399993896484
2014-10-17,93.370002746582,94.3099975585938,92.5699996948242,93.370002746582,273000,93.370002746582
2014-10-20,93.2399978637695,93.7699966430664,92.2099990844727,93.1500015258789,212900,93.1500015258789
2014-10-21,93.379997253418,94.9400024414062,93.0599975585938,94.5299987792969,255700,94.5299987792969
2014-10-22,94.8300018310547,95.5,93.3399963378906,93.5699996948242,123100,93.5699996948242
2014-10-23,93.1100006103516,97.0599975585938,92.7300033569336,95.9700012207031,272400,95.9700012207031
2014-10-24,96.5400009155273,99.6800003051758,96.1600036621094,99.4199981689453,301400,99.4199981689453
2014-10-27,98.75,98.9899978637695,96.75,98.5800018310547,185400,98.5800018310547
2014-10-28,98.7699966430664,101.51000213623,98.5800018310547,101.209999084473,200600,101.209999084473
2014-10-29,101.199996948242,101.779998779297,99.379997253418,100.059997558594,229100,100.059997558594
2014-10-30,99.5400009155273,102.879997253418,99.1999969482422,102.26000213623,182600,102.26000213623
2014-10-31,104,104.25,103.199996948242,103.629997253418,183000,103.629997253418
2014-11-03,103.980003356934,105.199996948242,103.23999786377,104.209999084473,212400,104.209999084473
2014-11-04,103.76000213623,104.930000305176,103.73999786377,104.180000305176,122600,104.180000305176
2014-11-05,104.669998168945,105.470001220703,104.059997558594,104.599998474121,195300,104.599998474121
2014-11-06,104.860000610352,105.25,103.849998474121,104.940002441406,192000,104.940002441406
2014-11-07,104.709999084473,105.089996337891,103.309997558594,104.800003051758,172800,104.800003051758
2014-11-10,104.76000213623,106.099998474121,104.050003051758,106,151900,106
2014-11-11,106.129997253418,106.769996643066,105.449996948242,105.690002441406,116000,105.690002441406
2014-11-12,105.470001220703,106.98999786377,104.970001220703,106.669998168945,115500,106.669998168945
2014-11-13,107.569999694824,108.639999389648,106.190002441406,106.519996643066,167900,106.519996643066
2014-11-14,106.629997253418,107.419998168945,105.830001831055,105.930000305176,206900,105.930000305176
2014-11-17,105.900001525879,106.519996643066,105.300003051758,105.370002746582,197800,105.370002746582
2014-11-18,105.480003356934,106.910003662109,105.410003662109,106.160003662109,135300,106.160003662109
2014-11-19,106.150001525879,106.889999389648,105.050003051758,105.910003662109,122900,105.910003662109
2014-11-20,105.300003051758,106.26000213623,103.98999786377,106.230003356934,166800,106.230003356934
2014-11-21,107.309997558594,107.779998779297,106.209999084473,106.419998168945,124200,106.419998168945
2014-11-24,106.900001525879,107.75,106.720001220703,107.550003051758,142200,107.550003051758
2014-11-25,108.050003051758,108.790000915527,107.620002746582,108.23999786377,94300,108.23999786377
2014-11-26,108.300003051758,108.910003662109,108,108.5,158900,108.5
2014-11-28,108.5,109.180000305176,106.819999694824,106.910003662109,103200,106.910003662109
2014-12-01,106.73999786377,107.389999389648,105.669998168945,106.220001220703,174700,106.220001220703
2014-12-02,106.220001220703,107.690002441406,106.129997253418,107.470001220703,160900,107.470001220703
2014-12-03,107.220001220703,108.430000305176,106.569999694824,107.800003051758,173100,107.800003051758
2014-12-04,107.400001525879,108.220001220703,106.440002441406,106.790000915527,174100,106.790000915527
2014-12-05,106.26000213623,107.900001525879,106.26000213623,107.26000213623,260900,107.26000213623
2014-12-08,107.099998474121,108.279998779297,105.389999389648,105.419998168945,186000,105.419998168945
2014-12-09,104.620002746582,105.879997253418,103.569999694824,105.879997253418,457500,105.879997253418
2014-12-10,105.459999084473,105.459999084473,102.970001220703,103.160003662109,156000,103.160003662109
2014-12-11,103.419998168945,104.730003356934,102.330001831055,103.430000305176,131100,103.430000305176
2014-12-12,102.080001831055,102.940002441406,101.23999786377,101.360000610352,199900,101.360000610352
2014-12-15,101.650001525879,102.349998474121,98.1399993896484,98.2600021362305,465400,98.2600021362305
2014-12-16,98.3600006103516,99.2600021362305,97.2600021362305,97.3600006103516,570200,97.3600006103516
2014-12-17,97.7399978637695,98.0500030517578,96.5299987792969,97.1900024414062,609200,97.1900024414062
2014-12-18,98.1600036621094,99.5800018310547,97.3099975585938,98.5800018310547,462000,98.5800018310547
2014-12-19,98.379997253418,99.0400009155273,98.0100021362305,98.370002746582,724600,98.370002746582
2014-12-22,98.8000030517578,101.849998474121,98.629997253418,101.809997558594,334000,101.809997558594
2014-12-23,102.669998168945,103.120002746582,102.129997253418,102.360000610352,204800,102.360000610352
2014-12-24,102.48999786377,103.73999786377,102.230003356934,103.180000305176,140500,103.180000305176
2014-12-26,103.959999084473,104.930000305176,103.709999084473,104.620002746582,182700,104.620002746582
