"Fecha","RJF.Open","RJF.High","RJF.Low","RJF.Close","RJF.Volume","RJF.Adjusted"
2013-12-09,32.5800018310547,32.8400001525879,32.4599990844727,32.6800003051758,755400,28.2684764862061
2013-12-10,32.5733337402344,32.9799995422363,32.4466667175293,32.7599983215332,1134300,28.3376770019531
2013-12-11,32.8066673278809,32.8199996948242,32.3066673278809,32.3800010681152,1175100,28.0089721679688
2013-12-12,32.4133338928223,32.7666664123535,32.3333320617676,32.6666679382324,1368150,28.2569427490234
2013-12-13,32.7733345031738,32.966667175293,32.533332824707,32.560001373291,722400,28.1646785736084
2013-12-16,32.6666679382324,32.9799995422363,32.3933334350586,32.7200012207031,830850,28.3030796051025
2013-12-17,32.7000007629395,32.7666664123535,32.439998626709,32.6399993896484,1106850,28.2338752746582
2013-12-18,32.7133331298828,33.593334197998,32.593334197998,33.593334197998,725700,29.0585193634033
2013-12-19,33.5466651916504,33.8266677856445,33.4533348083496,33.7400016784668,996000,29.1853904724121
2013-12-20,33.8933334350586,34.3333320617676,33.6733322143555,34.3133316040039,1822050,29.681324005127
2013-12-23,34.5133323669434,34.593334197998,34.3666687011719,34.4533348083496,1000950,29.8024311065674
2013-12-24,34.4000015258789,34.6066665649414,34.3800010681152,34.5400009155273,270450,29.8773899078369
2013-12-26,34.6666679382324,34.9799995422363,34.3600006103516,34.6399993896484,758700,29.963888168335
2013-12-27,34.7000007629395,34.8133316040039,34.560001373291,34.5999984741211,486150,29.9292907714844
2013-12-30,34.560001373291,34.6199989318848,34.2933311462402,34.4199981689453,418800,29.8656539916992
2013-12-31,34.4466667175293,34.8733329772949,34.4466667175293,34.7933311462402,675150,30.1895942687988
2014-01-02,34.8866653442383,34.8933334350586,34.1599998474121,34.3666687011719,699300,29.8193874359131
2014-01-03,34.4133338928223,34.8199996948242,34.3800010681152,34.7666664123535,820800,30.1664638519287
2014-01-06,34.9333343505859,35.1666679382324,34.7466659545898,34.7466659545898,1900350,30.1491107940674
2014-01-07,34.8333320617676,35.2599983215332,34.8333320617676,34.9333343505859,1270500,30.3110733032227
2014-01-08,34.9333343505859,35.3800010681152,34.8133316040039,35.3600006103516,1336200,30.6812973022461
2014-01-09,35.8333320617676,35.8866653442383,35.5,35.5999984741211,1307400,30.8895225524902
2014-01-10,35.5,35.7000007629395,35.3800010681152,35.5733337402344,1025700,30.8663997650146
2014-01-13,35.6066665649414,35.6466674804688,34.9599990844727,35.0533332824707,793050,30.4152030944824
2014-01-14,35.0999984741211,35.5666656494141,34.973331451416,35.5200004577637,984750,30.8201141357422
2014-01-15,35.8266677856445,36.2599983215332,35.7599983215332,36.2533340454102,975450,31.4564094543457
2014-01-16,36.1933326721191,36.2733345031738,35.8266677856445,36.0800018310547,690450,31.3060207366943
2014-01-17,36.0800018310547,36.2466659545898,35.9266662597656,36.033332824707,441750,31.2655296325684
2014-01-21,36.3199996948242,36.4199981689453,35.8733329772949,36.2200012207031,939150,31.4275035858154
2014-01-22,36.3199996948242,36.3199996948242,35.8933334350586,35.9199981689453,2181300,31.1671714782715
2014-01-23,36.060001373291,37.5400009155273,35.2200012207031,35.4933319091797,2282850,30.7969760894775
2014-01-24,35.3266677856445,35.3266677856445,34.8733329772949,35.0400009155273,1999050,30.4036293029785
2014-01-27,35.2999992370605,35.5466651916504,34.1933326721191,34.4199981689453,1675650,29.8656539916992
2014-01-28,34.4133338928223,34.8933334350586,34.4133338928223,34.8800010681152,783150,30.2647933959961
2014-01-29,34.4799995422363,34.6733322143555,34.1133346557617,34.2266654968262,900300,29.6979122161865
2014-01-30,34.4466667175293,34.8333320617676,34.4000015258789,34.4933319091797,1582800,29.9292812347412
2014-01-31,34.2266654968262,34.2266654968262,33.7000007629395,33.939998626709,1773750,29.4491748809814
2014-02-03,33.966667175293,34,32.0866661071777,32.2333335876465,3514650,27.9683303833008
2014-02-04,32.4599990844727,32.8266677856445,32.2533340454102,32.6800003051758,3271350,28.3558902740479
2014-02-05,32.6933326721191,32.7333335876465,32.1666679382324,32.1933326721191,1179450,27.9336185455322
2014-02-06,32.3333320617676,32.5866661071777,32.1866683959961,32.533332824707,1371900,28.2286319732666
2014-02-07,32.7200012207031,32.9933319091797,32.3933334350586,32.906665802002,1407750,28.5525665283203
2014-02-10,32.9799995422363,33.2000007629395,32.9133338928223,33,1468650,28.6335468292236
2014-02-11,33.0066680908203,33.4266662597656,32.6666679382324,33.3066673278809,1317300,28.8996429443359
2014-02-12,33.3666687011719,33.7266654968262,33.2799987792969,33.6199989318848,873300,29.1715145111084
2014-02-13,33.3933334350586,34.2466659545898,33.3333320617676,34.2266654968262,1521000,29.6979122161865
2014-02-14,34.1933326721191,34.2133331298828,33.8866653442383,34.1199989318848,1055400,29.6053657531738
2014-02-18,34.1066665649414,34.8400001525879,34,34.8266677856445,1299150,30.2185287475586
2014-02-19,34.6733322143555,35.026668548584,34.406665802002,34.4533348083496,1019550,29.8945903778076
2014-02-20,34.3866653442383,34.8266677856445,33.6733322143555,34.7400016784668,1728300,30.1433181762695
2014-02-21,34.7066688537598,34.8933334350586,34.526668548584,34.8533325195312,1051500,30.2416553497314
2014-02-24,34.8266677856445,35.5800018310547,34.6266670227051,35.406665802002,1216800,30.7217750549316
2014-02-25,35.3733329772949,35.473331451416,34.7933311462402,34.9000015258789,913950,30.2821578979492
2014-02-26,35.033332824707,35.1066665649414,34.6466674804688,34.7933311462402,831150,30.1895942687988
2014-02-27,34.7666664123535,35.093334197998,34.7200012207031,35.0400009155273,1081650,30.4036293029785
2014-02-28,35.0733337402344,35.473331451416,34.9799995422363,35.1866683959961,873750,30.530891418457
2014-03-03,34.8066673278809,34.8400001525879,34.4599990844727,34.7066688537598,968850,30.1144008636475
2014-03-04,35.2733345031738,35.7999992370605,35.2733345031738,35.7666664123535,1092150,31.034143447876
2014-03-05,35.7333335876465,35.8466682434082,35.4599990844727,35.6333312988281,717750,30.9184379577637
2014-03-06,35.7933311462402,35.8866653442383,35.6066665649414,35.6466674804688,869400,30.9300231933594
2014-03-07,35.8400001525879,36.0733337402344,35.7200012207031,35.9466667175293,871200,31.1903266906738
2014-03-10,35.7666664123535,36.0200004577637,35.6133346557617,35.7666664123535,678600,31.034143447876
2014-03-11,35.7999992370605,35.9133338928223,35.2733345031738,35.3199996948242,844500,30.6465816497803
2014-03-12,35.0533332824707,35.406665802002,34.7733345031738,35.3666687011719,865950,30.6870708465576
2014-03-13,35.5400009155273,35.6399993896484,34.7599983215332,34.8866653442383,661950,30.2705764770508
2014-03-14,34.7599983215332,35.093334197998,34.5133323669434,34.5533332824707,692550,29.9813537597656
2014-03-17,34.8600006103516,35.406665802002,34.7999992370605,35.2266654968262,619350,30.5655975341797
2014-03-18,35.2733345031738,35.3466682434082,35.0533332824707,35.1066665649414,627750,30.4614753723145
2014-03-19,35.093334197998,35.2466659545898,34.7266654968262,35.0666656494141,711150,30.4267673492432
2014-03-20,35.2533340454102,36.3333320617676,35.1666679382324,36.2266654968262,1375350,31.4332714080811
2014-03-21,36.4133338928223,36.5,35.8866653442383,36.0066680908203,1831650,31.2423896789551
2014-03-24,36.0999984741211,36.3733329772949,35.6599998474121,36.033332824707,864300,31.2655296325684
2014-03-25,36.2133331298828,36.3400001525879,35.6666679382324,36.1266670227051,1078200,31.3465023040771
2014-03-26,36.2533340454102,36.5533332824707,35.6666679382324,35.6666679382324,1085100,30.9473743438721
2014-03-27,35.6666679382324,35.7599983215332,35.2933311462402,35.593334197998,2045850,30.8837413787842
2014-03-28,35.5133323669434,36.3466682434082,35.5133323669434,36.3333320617676,1709850,31.6205863952637
2014-03-31,36.6666679382324,37.3133316040039,36.5533332824707,37.2866668701172,2129850,32.4502639770508
2014-04-01,37.526668548584,37.5466651916504,36.6133346557617,37.0533332824707,2170950,32.2471885681152
2014-04-02,37.033332824707,37.4333343505859,36.9466667175293,37.3600006103516,975150,32.514087677002
2014-04-03,37.4599990844727,37.466667175293,36.9866676330566,37.0999984741211,1368900,32.2878112792969
2014-04-04,37.3333320617676,37.3400001525879,35.5466651916504,35.6866683959961,1350600,31.0578002929688
2014-04-07,35.5466651916504,35.7000007629395,34.3333320617676,34.6933326721191,1554150,30.1933078765869
2014-04-08,34.7000007629395,34.8933334350586,34.2866668701172,34.5733337402344,921900,30.0888786315918
2014-04-09,34.7200012207031,34.9533348083496,34.4599990844727,34.8133316040039,1182000,30.297737121582
2014-04-10,34.8800010681152,34.8800010681152,33.5999984741211,33.5999984741211,1206600,29.241792678833
2014-04-11,33.2733345031738,33.4599990844727,32.8133316040039,32.9000015258789,1115550,28.63258934021
2014-04-14,33.2799987792969,33.4333343505859,32.5200004577637,32.8933334350586,940050,28.626781463623
2014-04-15,32.9933319091797,33.2533340454102,32.4933319091797,33.0533332824707,927150,28.7660331726074
2014-04-16,33.3800010681152,33.5866661071777,33.1466674804688,33.560001373291,740550,29.2069873809814
2014-04-17,33.593334197998,33.9199981689453,33.439998626709,33.473331451416,1038750,29.1315498352051
2014-04-21,33.4866676330566,33.6266670227051,33.2999992370605,33.4933319091797,1095150,29.148962020874
2014-04-22,33.560001373291,34.2599983215332,33.4533348083496,34.0999984741211,845700,29.6769409179688
2014-04-23,34.0666656494141,34.2933311462402,33.3933334350586,33.6800003051758,1437750,29.3114147186279
2014-04-24,33.473331451416,33.8533325195312,32.9866676330566,33.4133338928223,2143500,29.0793437957764
2014-04-25,33.2733345031738,33.2733345031738,32.6866683959961,33.1666679382324,1418850,28.8646640777588
2014-04-28,33.2333335876465,33.3533325195312,32.2533340454102,32.7200012207031,956400,28.4759387969971
2014-04-29,33.026668548584,33.1533317565918,32.8066673278809,32.8866653442383,925050,28.6209812164307
2014-04-30,32.7799987792969,33.1733322143555,32.5200004577637,33.1333312988281,1015350,28.8356590270996
2014-05-01,33.1733322143555,33.2799987792969,32.7000007629395,33.0133323669434,1112100,28.7312202453613
2014-05-02,33.0466651916504,33.4000015258789,33.0466651916504,33.1599998474121,826500,28.8588638305664
2014-05-05,32.8866653442383,33.2000007629395,32.5866661071777,33.1733322143555,688050,28.8704681396484
2014-05-06,32.9866676330566,33.0466651916504,32.533332824707,32.5466651916504,681450,28.3250846862793
2014-05-07,32.6733322143555,33.0999984741211,32.2733345031738,33.0999984741211,673050,28.8066425323486
2014-05-08,32.9799995422363,33.4799995422363,32.7733345031738,32.8133316040039,704550,28.5571556091309
2014-05-09,32.7533340454102,33.0066680908203,32.533332824707,32.8666687011719,677850,28.6035823822021
2014-05-12,33.1066665649414,34.1333312988281,32.9466667175293,34.0200004577637,1510350,29.607307434082
2014-05-13,33.906665802002,34.2400016784668,33.5133323669434,33.5200004577637,967500,29.1721687316895
2014-05-14,33.4133338928223,33.533332824707,33.0133323669434,33.0733337402344,612750,28.7834491729736
2014-05-15,32.8733329772949,32.9000015258789,32.0066680908203,32.1933326721191,913950,28.0175800323486
2014-05-16,32.2066688537598,32.3800010681152,31.9866676330566,32.3466682434082,584400,28.1510334014893
2014-05-19,32.1933326721191,32.7933311462402,32.1933326721191,32.7066688537598,352200,28.4643306732178
2014-05-20,32.6333312988281,32.7066688537598,31.9466667175293,32.093334197998,619950,27.9305572509766
2014-05-21,31.7466678619385,32.4799995422363,31.6599998474121,32.2666664123535,777600,28.0814037322998
2014-05-22,32.1800003051758,32.5,31.8733329772949,32.3666687011719,967650,28.1684398651123
2014-05-23,32.3533325195312,32.6066665649414,32.2999992370605,32.4199981689453,632250,28.2148456573486
2014-05-27,32.5999984741211,32.939998626709,32.4333343505859,32.7333335876465,769500,28.4875392913818
2014-05-28,32.6733322143555,32.7999992370605,32.3800010681152,32.3933334350586,762600,28.1916465759277
2014-05-29,32.560001373291,32.5999984741211,32.0666656494141,32.1666679382324,1294050,27.9943828582764
2014-05-30,32.1333312988281,32.4199981689453,32.0666656494141,32.2666664123535,931350,28.0814037322998
2014-06-02,32.3933334350586,32.6066665649414,31.9133338928223,32.5999984741211,805950,28.3715019226074
2014-06-03,32.533332824707,32.6133346557617,32.3066673278809,32.5400009155273,714000,28.3192939758301
2014-06-04,32.4266662597656,32.8066673278809,32.3666687011719,32.7799987792969,551550,28.5281562805176
2014-06-05,32.8666687011719,33.1800003051758,32.5533332824707,33.0066680908203,360000,28.7254180908203
2014-06-06,33.033332824707,33.3666687011719,33.0200004577637,33.2400016784668,783750,28.9284801483154
2014-06-09,33.2333335876465,33.7599983215332,33.2333335876465,33.6599998474121,649650,29.2940120697021
2014-06-10,33.5666656494141,33.5800018310547,33.0866661071777,33.3933334350586,750750,29.0619316101074
2014-06-11,33.1800003051758,33.1800003051758,32.6733322143555,32.7733345031738,741150,28.5223522186279
2014-06-12,32.6466674804688,32.9133338928223,32.4866676330566,32.593334197998,639450,28.3656959533691
2014-06-13,32.7266654968262,32.8266677856445,32.526668548584,32.6466674804688,386850,28.4121150970459
2014-06-16,32.5466651916504,32.6666679382324,32.3400001525879,32.439998626709,491400,28.232250213623
2014-06-17,32.4599990844727,33.7666664123535,32.3533325195312,33.6066665649414,1301550,29.2475929260254
2014-06-18,33.533332824707,33.8266677856445,33.2466659545898,33.8066673278809,892050,29.4216556549072
2014-06-19,33.8733329772949,33.9599990844727,33.1533317565918,33.3400001525879,567750,29.0155220031738
2014-06-20,33.3866653442383,33.7266654968262,33.3333320617676,33.6666679382324,1187550,29.2998142242432
2014-06-23,33.7000007629395,33.9333343505859,33.4000015258789,33.8866653442383,801000,29.4912757873535
2014-06-24,33.7266654968262,34.1066665649414,33.4333343505859,33.4533348083496,1117500,29.1141510009766
2014-06-25,33.3066673278809,33.8466682434082,33.2333335876465,33.7400016784668,662700,29.3636436462402
2014-06-26,33.5866661071777,33.7400016784668,33.1399993896484,33.6666679382324,687300,29.2998142242432
2014-06-27,33.3533325195312,33.8733329772949,33.3533325195312,33.6533317565918,767850,29.3812999725342
2014-06-30,33.7066688537598,33.9866676330566,33.6733322143555,33.8199996948242,1054950,29.5268058776855
2014-07-01,33.9266662597656,34.2599983215332,33.8600006103516,34.0200004577637,1499550,29.7014122009277
2014-07-02,33.906665802002,34.2466659545898,33.7799987792969,33.8333320617676,490950,29.5384483337402
2014-07-03,34.1066665649414,34.5066680908203,33.7733345031738,34.4933319091797,381600,30.1146583557129
2014-07-07,34.3133316040039,34.3466682434082,34.033332824707,34.1399993896484,490950,29.8061771392822
2014-07-08,33.973331451416,34,33.4266662597656,33.5733337402344,744450,29.3114566802979
2014-07-09,33.5466651916504,33.7066688537598,33.2266654968262,33.3333320617676,684150,29.1019172668457
2014-07-10,32.6466674804688,33.1599998474121,32.6066665649414,32.8733329772949,595950,28.7003116607666
2014-07-11,32.7000007629395,33.0133323669434,32.6199989318848,33.0066680908203,438450,28.8167209625244
2014-07-14,33.3933334350586,33.4599990844727,33.0800018310547,33.1333312988281,355950,28.9273109436035
2014-07-15,33.2599983215332,33.5066680908203,32.939998626709,33.1133346557617,409200,28.9098491668701
2014-07-16,33.2733345031738,33.5200004577637,32.6933326721191,33.0133323669434,1262550,28.8225440979004
2014-07-17,32.7799987792969,33.0866661071777,32.7400016784668,33,1170300,28.8108978271484
2014-07-18,33.0800018310547,33.4866676330566,33.0733337402344,33.3733329772949,498150,29.1368408203125
2014-07-21,33.1199989318848,33.3333320617676,33.0466651916504,33.2000007629395,561300,28.9855136871338
2014-07-22,33.4533348083496,33.6599998474121,33.3333320617676,33.4933319091797,626850,29.241605758667
2014-07-23,33.439998626709,33.6133346557617,33.2933311462402,33.4933319091797,595200,29.241605758667
2014-07-24,35.6933326721191,35.7000007629395,33.906665802002,34.3066673278809,2650350,29.9516983032227
2014-07-25,34.0133323669434,34.1266670227051,33.526668548584,33.7799987792969,1436400,29.491886138916
2014-07-28,33.6666679382324,33.8866653442383,33.3800010681152,33.7799987792969,1136250,29.491886138916
2014-07-29,33.7666664123535,33.9266662597656,33.5133323669434,33.5133323669434,913950,29.2590751647949
2014-07-30,33.7866668701172,34.533332824707,33.7000007629395,34.466667175293,1055100,30.0913925170898
2014-07-31,34.6399993896484,34.6399993896484,33.8466682434082,33.966667175293,1393950,29.6548595428467
2014-08-01,33.7466659545898,34.060001373291,33.1066665649414,33.5800018310547,1155000,29.3172740936279
2014-08-04,33.6466674804688,33.7999992370605,33.3466682434082,33.7533340454102,518100,29.4686031341553
2014-08-05,33.4933319091797,33.7066688537598,33.2599983215332,33.4866676330566,785550,29.2357902526855
2014-08-06,33.3066673278809,33.8533325195312,33.3066673278809,33.6666679382324,416400,29.3929386138916
2014-08-07,33.8199996948242,33.906665802002,33.2333335876465,33.3400001525879,643350,29.1077461242676
2014-08-08,33.4199981689453,34.0866661071777,33.2533340454102,34.0533332824707,1194750,29.7305183410645
2014-08-11,34.2866668701172,34.6666679382324,34.0400009155273,34.3800010681152,1522950,30.0157165527344
2014-08-12,34.4133338928223,34.5999984741211,34.2866668701172,34.4533348083496,1052250,30.0797481536865
2014-08-13,34.5533332824707,34.8333320617676,34.5200004577637,34.6733322143555,598050,30.2718162536621
2014-08-14,34.7400016784668,34.8066673278809,34.5400009155273,34.7400016784668,452550,30.330020904541
2014-08-15,34.9533348083496,35,34.3066673278809,34.6666679382324,870900,30.265998840332
2014-08-18,34.9933319091797,35.1733322143555,34.7733345031738,35.0666656494141,622650,30.6152210235596
2014-08-19,35.1533317565918,35.2999992370605,35.0200004577637,35.0200004577637,766800,30.5744743347168
2014-08-20,35.033332824707,35.4799995422363,34.9333343505859,35.3533325195312,708750,30.8655014038086
2014-08-21,35.4933319091797,36.0733337402344,35.4333343505859,36.0133323669434,1134900,31.4417133331299
2014-08-22,35.9333343505859,36.3333320617676,35.7933311462402,36.060001373291,748350,31.4824638366699
2014-08-25,36.1666679382324,36.6866683959961,36.0800018310547,36.466667175293,853050,31.8375072479248
2014-08-26,36.5733337402344,36.8066673278809,36.5533332824707,36.5866661071777,846300,31.9422645568848
2014-08-27,36.6199989318848,36.6599998474121,36.0800018310547,36.1933326721191,726450,31.5988597869873
2014-08-28,36.0733337402344,36.4266662597656,35.7666664123535,36.2333335876465,553500,31.6337871551514
2014-08-29,36.3066673278809,36.4866676330566,35.9933319091797,36.4266662597656,568500,31.8025722503662
2014-09-02,36.6266670227051,37.2133331298828,36.4933319091797,36.6333312988281,1232700,31.9830093383789
2014-09-03,36.7666664123535,37,36.3266677856445,36.473331451416,681450,31.843318939209
2014-09-04,36.6199989318848,36.8466682434082,36.406665802002,36.5866661071777,1037850,31.9422645568848
2014-09-05,36.4333343505859,36.6599998474121,36.1933326721191,36.6599998474121,575100,32.0062980651855
2014-09-08,36.473331451416,36.8600006103516,36.4599990844727,36.7000007629395,786150,32.0412139892578
2014-09-09,36.6333312988281,36.7799987792969,36.2999992370605,36.3199996948242,763950,31.7094535827637
2014-09-10,36.4599990844727,36.6666679382324,36.2799987792969,36.4199981689453,702150,31.796745300293
2014-09-11,36.3333320617676,36.5200004577637,36.1733322143555,36.3466682434082,1358550,31.7327365875244
2014-09-12,36.406665802002,36.593334197998,36.2266654968262,36.3400001525879,1578750,31.7269172668457
2014-09-15,36.2200012207031,36.4000015258789,36.0666656494141,36.3400001525879,1303050,31.7269172668457
2014-09-16,36.3133316040039,36.9333343505859,36.1866683959961,36.6133346557617,1431000,31.9655494689941
2014-09-17,36.6066665649414,37.026668548584,36.3733329772949,36.8333320617676,1152150,32.1576271057129
2014-09-18,37.0666656494141,37.7400016784668,36.906665802002,37.3800010681152,1153200,32.6348876953125
2014-09-19,37.5,37.6733322143555,37.060001373291,37.1333312988281,1319100,32.419548034668
2014-09-22,36.9533348083496,37.1133346557617,36.6466674804688,36.8733329772949,834600,32.1925392150879
2014-09-23,36.6733322143555,36.9000015258789,36.2333335876465,36.2733345031738,906150,31.6687202453613
2014-09-24,36.2733345031738,36.4333343505859,35.8533325195312,36.1133346557617,2413950,31.5290260314941
2014-09-25,36.4866676330566,36.560001373291,35.966667175293,36.1866683959961,1368450,31.5930423736572
2014-09-26,36.3266677856445,36.6866683959961,36.3266677856445,36.5866661071777,1129950,31.9422645568848
2014-09-29,36.026668548584,36.2400016784668,35.8666687011719,36.1333312988281,550950,31.6387252807617
2014-09-30,36.2733345031738,36.2733345031738,35.6199989318848,35.7200012207031,1010400,31.276798248291
2014-10-01,35.5200004577637,35.5733337402344,34.7000007629395,34.8266677856445,1512000,30.494592666626
2014-10-02,34.7799987792969,35.2200012207031,34.5466651916504,35.1399993896484,789900,30.7689456939697
2014-10-03,35.473331451416,35.7200012207031,35.2999992370605,35.593334197998,925650,31.165885925293
2014-10-06,35.8600006103516,35.9333343505859,35.1533317565918,35.3133316040039,587850,30.9207172393799
2014-10-07,35.026668548584,35.1800003051758,34.593334197998,34.593334197998,792300,30.2902851104736
2014-10-08,34.7266654968262,35.0400009155273,34.2533340454102,34.973331451416,1399050,30.623010635376
2014-10-09,34.7866668701172,35,33.973331451416,34.1066665649414,1819500,29.8641529083252
2014-10-10,34.026668548584,34.5133323669434,33.7133331298828,33.9599990844727,1944900,29.7357349395752
2014-10-13,33.4533348083496,34.2400016784668,33.406665802002,33.4133338928223,903750,29.2570667266846
2014-10-14,33.473331451416,33.8933334350586,33.2666664123535,33.3733329772949,1317900,29.222038269043
2014-10-15,33.1199989318848,33.4000015258789,32.0400009155273,33.0466651916504,2410650,28.9360065460205
2014-10-16,32.3266677856445,33.3866653442383,32.2400016784668,33.2400016784668,1907100,29.1052856445312
2014-10-17,33.8066673278809,34.3133316040039,33.5,34.1866683959961,1524000,29.9342041015625
2014-10-20,33.9799995422363,34.2866668701172,33.7133331298828,34.2066688537598,1202250,29.9517135620117
2014-10-21,34.4466667175293,35.3266677856445,34.2466659545898,35.2999992370605,1084500,30.9090480804443
2014-10-22,35.3066673278809,35.3333320617676,34.6666679382324,34.6933326721191,835800,30.3778419494629
2014-10-23,35.1733322143555,35.3866653442383,34.8933334350586,35.2466659545898,792000,30.8623542785645
2014-10-24,35.1800003051758,35.5200004577637,35.0999984741211,35.466667175293,735900,31.0549755096436
2014-10-27,35.2200012207031,35.406665802002,35.033332824707,35.3800010681152,725850,30.9790954589844
2014-10-28,35.5133323669434,36.1066665649414,35.4933319091797,36.093334197998,819600,31.603702545166
2014-10-29,36.0400009155273,36.5400009155273,35.9133338928223,36.533332824707,1377900,31.9889583587646
2014-10-30,36.6666679382324,37.2066688537598,35.9466667175293,36.7799987792969,1885350,32.2049407958984
2014-10-31,37.3466682434082,37.6266670227051,37.2133331298828,37.4199981689453,1267650,32.7653388977051
2014-11-03,37.5466651916504,37.8400001525879,37.1399993896484,37.2333335876465,1164150,32.6018943786621
2014-11-04,37.0999984741211,37.5466651916504,37.0999984741211,37.4000015258789,844500,32.7478256225586
2014-11-05,37.6733322143555,37.8199996948242,37.3733329772949,37.7466659545898,599550,33.0513687133789
2014-11-06,37.8333320617676,37.9533348083496,37.6466674804688,37.9133338928223,530700,33.1973114013672
2014-11-07,37.8333320617676,37.973331451416,37.533332824707,37.6266670227051,641100,32.9462966918945
2014-11-10,37.6466674804688,38.0666656494141,37.6466674804688,38.0066680908203,362100,33.2790222167969
2014-11-11,37.9533348083496,38.3866653442383,37.9000015258789,38.3266677856445,594000,33.5592231750488
2014-11-12,38.0666656494141,38.3199996948242,37.8933334350586,38.033332824707,798900,33.3023872375488
2014-11-13,38.0666656494141,38.2133331298828,37.6533317565918,37.8533325195312,746550,33.1447601318359
2014-11-14,37.8266677856445,38.0800018310547,37.5666656494141,37.6666679382324,725100,32.981330871582
2014-11-17,37.6066665649414,37.7933311462402,37.406665802002,37.473331451416,707550,32.8120460510254
2014-11-18,37.4199981689453,37.7799987792969,37.4199981689453,37.4866676330566,596850,32.8237152099609
2014-11-19,37.5,37.5,36.8933334350586,37.3333320617676,539400,32.689453125
2014-11-20,36.9199981689453,37.0400009155273,36.4933319091797,36.9933319091797,1251600,32.3917541503906
2014-11-21,37.4133338928223,37.6266670227051,37.3333320617676,37.4333343505859,837300,32.7770233154297
2014-11-24,37.5066680908203,37.7533340454102,37.2000007629395,37.6133346557617,745950,32.9346237182617
2014-11-25,37.5200004577637,37.7733345031738,37.3333320617676,37.6466674804688,906450,32.9638175964355
2014-11-26,37.6933326721191,37.7333335876465,37.5,37.6333312988281,415950,32.9521293640137
2014-11-28,37.6199989318848,37.9933319091797,37.4933319091797,37.533332824707,401250,32.8645706176758
2014-12-01,37.2933311462402,37.5133323669434,36.7733345031738,37.1133346557617,694500,32.496826171875
2014-12-02,37.0800018310547,37.5866661071777,37.0800018310547,37.473331451416,589950,32.8120460510254
2014-12-03,37.4533348083496,37.7999992370605,37.3800010681152,37.7333335876465,934200,33.0396995544434
2014-12-04,37.7000007629395,37.9266662597656,37.439998626709,37.7866668701172,617400,33.0863914489746
2014-12-05,38.0999984741211,38.5800018310547,37.973331451416,38.2400016784668,910500,33.4833526611328
2014-12-08,38.2000007629395,38.6933326721191,37.939998626709,38.4466667175293,790050,33.664306640625
2014-12-09,37.8333320617676,38.526668548584,37.6666679382324,38.3600006103516,786900,33.5884094238281
2014-12-10,38.2000007629395,38.4133338928223,37.4933319091797,37.5,636300,32.8353881835938
2014-12-11,37.7733345031738,38.0533332824707,37.4866676330566,37.560001373291,645000,32.8879280090332
