"Fecha","VRTX.Open","VRTX.High","VRTX.Low","VRTX.Close","VRTX.Volume","VRTX.Adjusted"
2013-11-01,70.1600036621094,70.3199996948242,66.8099975585938,67.3600006103516,3938900,67.3600006103516
2013-11-04,67.3099975585938,67.8499984741211,65.8499984741211,66.2099990844727,2780900,66.2099990844727
2013-11-05,66.1100006103516,66.8300018310547,64.9499969482422,65.379997253418,1903000,65.379997253418
2013-11-06,65.0899963378906,65.4000015258789,61.9599990844727,62.5999984741211,4705500,62.5999984741211
2013-11-07,63.7000007629395,63.8400001525879,60.9700012207031,61.0299987792969,1916200,61.0299987792969
2013-11-08,60.8600006103516,62.25,60.4199981689453,61.060001373291,2187800,61.060001373291
2013-11-11,61.2999992370605,61.6500015258789,60.0999984741211,60.5499992370605,2084300,60.5499992370605
2013-11-12,60.0099983215332,60.560001373291,58.060001373291,60.1800003051758,3606400,60.1800003051758
2013-11-13,59.8300018310547,62.1300010681152,59.1399993896484,61.2000007629395,2560000,61.2000007629395
2013-11-14,61.5999984741211,61.7000007629395,60.5999984741211,61.0299987792969,974400,61.0299987792969
2013-11-15,60.8699989318848,63.4199981689453,60.8699989318848,63.3899993896484,3083600,63.3899993896484
2013-11-18,63.2099990844727,63.9799995422363,61.2400016784668,61.689998626709,2132300,61.689998626709
2013-11-19,61.5900001525879,62.75,61.25,62.3800010681152,1827200,62.3800010681152
2013-11-20,62.5299987792969,67.6900024414062,62.3899993896484,65.1399993896484,3471600,65.1399993896484
2013-11-21,65.2399978637695,66.4899978637695,65.1399993896484,66.2300033569336,1592600,66.2300033569336
2013-11-22,66.629997253418,67.7300033569336,65.9800033569336,66.2799987792969,1684700,66.2799987792969
2013-11-25,67.4400024414062,69,66.75,67.9599990844727,1566400,67.9599990844727
2013-11-26,68.120002746582,68.5699996948242,67.0999984741211,68.370002746582,2132700,68.370002746582
2013-11-27,68.370002746582,68.7900009155273,67.5800018310547,68.3199996948242,1130200,68.3199996948242
2013-11-29,68.8000030517578,70.6900024414062,68.8000030517578,69.4199981689453,957900,69.4199981689453
2013-12-02,69.5999984741211,70.1800003051758,68.9300003051758,69.25,1256700,69.25
2013-12-03,68.8099975585938,69.0400009155273,67.3199996948242,67.6600036621094,1646700,67.6600036621094
2013-12-04,67.5100021362305,68.0999984741211,66.8000030517578,67.3300018310547,1556800,67.3300018310547
2013-12-05,67.1399993896484,67.4300003051758,65.9800033569336,66.4499969482422,1561600,66.4499969482422
2013-12-06,67.129997253418,67.2799987792969,65.7699966430664,66.4499969482422,1240000,66.4499969482422
2013-12-09,66.5599975585938,66.870002746582,65.9800033569336,66.75,1451500,66.75
2013-12-10,66.7300033569336,67.120002746582,65.4100036621094,66.2300033569336,1091300,66.2300033569336
2013-12-11,66.120002746582,66.2300033569336,64.1800003051758,64.3899993896484,1195800,64.3899993896484
2013-12-12,64.379997253418,66.5,64.120002746582,65.3600006103516,1262400,65.3600006103516
2013-12-13,65.1100006103516,65.9100036621094,64.120002746582,65.1800003051758,1146500,65.1800003051758
2013-12-16,65.6800003051758,66.6399993896484,63.9099998474121,64.7600021362305,1212900,64.7600021362305
2013-12-17,64.5899963378906,65.8099975585938,63.6500015258789,65.5800018310547,1345000,65.5800018310547
2013-12-18,66.0999984741211,69.6100006103516,66,68.629997253418,3004500,68.629997253418
2013-12-19,67,71,67,69.9499969482422,3968900,69.9499969482422
2013-12-20,70.5299987792969,71.9300003051758,69.9300003051758,71.8300018310547,3661900,71.8300018310547
2013-12-23,72.4000015258789,73.8899993896484,72,73.4800033569336,1496800,73.4800033569336
