"Fecha","MOH.Open","MOH.High","MOH.Low","MOH.Close","MOH.Volume","MOH.Adjusted"
2013-11-01,31.5799999237061,31.7099990844727,31.1000003814697,31.6100006103516,1254800,31.6100006103516
2013-11-04,31.6100006103516,32.6800003051758,31.5400009155273,32.5800018310547,768800,32.5800018310547
2013-11-05,32.5800018310547,32.5900001525879,31.7999992370605,32.0999984741211,633600,32.0999984741211
2013-11-06,32.1599998474121,32.5900001525879,31.8999996185303,32.4000015258789,524600,32.4000015258789
2013-11-07,32.4900016784668,32.5800018310547,31.5,31.5,482300,31.5
2013-11-08,31.4799995422363,32.2700004577637,31.3600006103516,32.2099990844727,519400,32.2099990844727
2013-11-11,32.2000007629395,32.3600006103516,32.0099983215332,32.2599983215332,288300,32.2599983215332
2013-11-12,32.2599983215332,32.2999992370605,31.7800006866455,31.8600006103516,606400,31.8600006103516
2013-11-13,31.5599994659424,32.1599998474121,31.5200004577637,31.8199996948242,588400,31.8199996948242
2013-11-14,31.7900009155273,32.4199981689453,31.5400009155273,32.2900009155273,487300,32.2900009155273
2013-11-15,32.2299995422363,32.3899993896484,31.8400001525879,32.0200004577637,330000,32.0200004577637
2013-11-18,32.0499992370605,32.0499992370605,31.6000003814697,31.6900005340576,368300,31.6900005340576
2013-11-19,31.6100006103516,31.7000007629395,31.1800003051758,31.5100002288818,639400,31.5100002288818
2013-11-20,31.5599994659424,32.1399993896484,31.4400005340576,31.4899997711182,752200,31.4899997711182
2013-11-21,31.5200004577637,32,31.2999992370605,31.6000003814697,501500,31.6000003814697
2013-11-22,31.7000007629395,32.7599983215332,31.2900009155273,32.75,834900,32.75
2013-11-25,32.9199981689453,33.2799987792969,32.560001373291,32.8300018310547,850900,32.8300018310547
2013-11-26,32.7799987792969,33.3800010681152,32.7799987792969,33.3199996948242,493000,33.3199996948242
2013-11-27,33.4199981689453,33.4900016784668,33.060001373291,33.4500007629395,359000,33.4500007629395
2013-11-29,33.4799995422363,33.9900016784668,33.3699989318848,33.5999984741211,216800,33.5999984741211
2013-12-02,33.6300010681152,33.9000015258789,33.560001373291,33.75,658000,33.75
2013-12-03,33.5999984741211,34.5200004577637,33.560001373291,34.2700004577637,720500,34.2700004577637
2013-12-04,34.060001373291,34.310001373291,33.5,33.7000007629395,342600,33.7000007629395
2013-12-05,33.6399993896484,33.8800010681152,33.3499984741211,33.4900016784668,338500,33.4900016784668
2013-12-06,33.7099990844727,34.1599998474121,33.6800003051758,33.8699989318848,337600,33.8699989318848
2013-12-09,33.939998626709,33.9900016784668,33.0699996948242,33.2799987792969,478900,33.2799987792969
2013-12-10,33.1199989318848,33.4099998474121,32.8800010681152,33.2299995422363,422800,33.2299995422363
2013-12-11,33.189998626709,33.5200004577637,32.2599983215332,32.3499984741211,514200,32.3499984741211
2013-12-12,32.2799987792969,32.7299995422363,32.2099990844727,32.2900009155273,703500,32.2900009155273
2013-12-13,32.4199981689453,33.8499984741211,32.2900009155273,33.4900016784668,907900,33.4900016784668
2013-12-16,33.7400016784668,33.8800010681152,32.7400016784668,32.7999992370605,512400,32.7999992370605
2013-12-17,32.7799987792969,32.8499984741211,32.3199996948242,32.4300003051758,423500,32.4300003051758
2013-12-18,32.5200004577637,32.7000007629395,31.8500003814697,32.4900016784668,458700,32.4900016784668
2013-12-19,32.4799995422363,32.5699996948242,31.6000003814697,32.0699996948242,445600,32.0699996948242
2013-12-20,32.4000015258789,32.810001373291,32.0699996948242,32.7599983215332,438800,32.7599983215332
2013-12-23,32.9099998474121,33.0499992370605,32.6399993896484,33.0200004577637,227300,33.0200004577637
2013-12-24,33.0499992370605,33.5499992370605,33.0400009155273,33.5099983215332,174700,33.5099983215332
2013-12-26,33.5900001525879,33.8499984741211,33.0499992370605,33.1199989318848,239000,33.1199989318848
2013-12-27,33.1100006103516,33.3600006103516,33.0200004577637,33.2099990844727,153400,33.2099990844727
2013-12-30,33.2799987792969,34.6100006103516,33.2400016784668,33.9799995422363,364700,33.9799995422363
2013-12-31,33.9500007629395,34.8899993896484,33.75,34.75,426900,34.75
2014-01-02,35,36.5900001525879,34.8899993896484,36.1500015258789,1154100,36.1500015258789
2014-01-03,36.1699981689453,36.9099998474121,35.7799987792969,36.6100006103516,978800,36.6100006103516
2014-01-06,36.6800003051758,36.6800003051758,35.9099998474121,36.2200012207031,623700,36.2200012207031
2014-01-07,36.2599983215332,37.2400016784668,36.2000007629395,36.9700012207031,575700,36.9700012207031
2014-01-08,36.7999992370605,37.4599990844727,36.6599998474121,37.4199981689453,594400,37.4199981689453
2014-01-09,37.4799995422363,38.0699996948242,37.3600006103516,37.6800003051758,803500,37.6800003051758
2014-01-10,37.7000007629395,37.7400016784668,36.7999992370605,37.2299995422363,640000,37.2299995422363
2014-01-13,37.2599983215332,37.5699996948242,36.8499984741211,37.25,506900,37.25
2014-01-14,37.060001373291,37.9099998474121,36.9000015258789,37.7900009155273,1211100,37.7900009155273
2014-01-15,37.8199996948242,38.3699989318848,37.6300010681152,38.1699981689453,683100,38.1699981689453
2014-01-16,37.9700012207031,39.2099990844727,37.560001373291,38.060001373291,846400,38.060001373291
2014-01-17,37.9700012207031,38.7200012207031,37.5299987792969,37.6300010681152,444100,37.6300010681152
2014-01-21,37.9799995422363,38,37.5099983215332,37.9900016784668,344600,37.9900016784668
2014-01-22,37.9700012207031,37.9799995422363,37.1199989318848,37.4000015258789,625400,37.4000015258789
2014-01-23,37.3400001525879,37.6199989318848,37.2099990844727,37.4700012207031,643400,37.4700012207031
2014-01-24,37.3199996948242,37.3400001525879,36.4500007629395,36.7000007629395,383500,36.7000007629395
2014-01-27,36.6800003051758,36.6800003051758,35.8899993896484,36.4500007629395,533500,36.4500007629395
2014-01-28,36.4599990844727,36.7599983215332,35.9500007629395,35.9799995422363,412500,35.9799995422363
2014-01-29,35.560001373291,36.3600006103516,35.3400001525879,35.7900009155273,382100,35.7900009155273
2014-01-30,36.0999984741211,36.7799987792969,35.8600006103516,36.4099998474121,287900,36.4099998474121
2014-01-31,35.7700004577637,36.4000015258789,35.75,36,340700,36
2014-02-03,35.9799995422363,36.0800018310547,34.9799995422363,35.4300003051758,471600,35.4300003051758
2014-02-04,35.5200004577637,35.5200004577637,34.939998626709,35.4799995422363,350200,35.4799995422363
2014-02-05,36.1100006103516,37.1199989318848,35.8800010681152,36.1100006103516,975800,36.1100006103516
2014-02-06,36.1399993896484,36.2799987792969,35.6800003051758,36.1599998474121,436900,36.1599998474121
2014-02-07,36.1699981689453,36.4900016784668,35.9099998474121,36.1300010681152,481900,36.1300010681152
2014-02-10,36.0999984741211,36.1100006103516,35.5099983215332,35.8400001525879,648600,35.8400001525879
2014-02-11,35.2700004577637,35.2700004577637,33.2900009155273,33.810001373291,2302800,33.810001373291
2014-02-12,33.7099990844727,33.7400016784668,32.4099998474121,32.7299995422363,1527200,32.7299995422363
